@relation 'pacmanInformation-weka.filters.unsupervised.attribute.Remove-R7-8,17-22'

@attribute PacPosX numeric
@attribute PacPosY numeric
@attribute ActN {North,None}
@attribute ActSo {South,None}
@attribute ActE {East,None}
@attribute ActW {West,None}
@attribute G1PosX numeric
@attribute G1PosY numeric
@attribute G2PosX numeric
@attribute G2PosY numeric
@attribute G3PosX numeric
@attribute G3PosY numeric
@attribute G4PosX numeric
@attribute G4PosY numeric
@attribute Score numeric
@attribute NextScore numeric
@attribute PacDir {North,South,East,West,Stop,None}

@data
8,13,North,South,East,None,4,7,10,4,19,6,25,13,-12,-13,South
8,12,North,South,East,West,4,6,10,5,20,6,25,13,-13,-14,South
8,11,North,South,East,None,4,6,10,6,21,6,25,13,-14,-15,South
9,11,North,South,East,West,4,7,10,5,20,6,25,13,-15,-16,East
9,10,North,South,East,West,4,6,11,5,19,6,25,13,-16,-17,South
9,9,North,South,East,West,3,6,11,5,19,5,25,13,-17,-18,South
9,8,North,South,East,West,3,6,11,6,20,5,25,13,-18,-19,South
9,7,North,South,East,West,2,6,11,7,20,4,25,13,-19,-20,South
10,7,North,South,East,West,2,5,11,7,20,3,25,13,-20,179,East
11,7,North,South,None,West,1,5,3,1,21,3,25,13,179,178,East
11,6,North,South,None,West,1,4,3,1,22,3,25,14,178,177,South
10,6,North,South,East,West,1,3,3,1,21,3,24,14,177,176,West
10,5,North,South,East,West,2,3,3,1,21,4,24,14,176,175,South
10,4,North,South,East,West,2,3,3,1,21,3,25,14,175,174,South
10,3,North,None,East,West,2,3,3,1,21,4,24,14,174,173,South
9,3,North,None,East,West,2,3,3,1,22,4,25,14,173,172,West
8,3,North,None,East,West,2,3,3,1,21,4,25,14,172,171,West
7,3,None,None,East,West,1,3,3,1,21,4,24,14,171,170,West
6,3,None,None,East,West,1,3,3,1,22,4,24,15,170,169,West
5,3,North,None,East,West,1,4,3,1,23,4,24,15,169,168,West
5,4,North,South,None,West,2,4,3,1,23,4,24,16,168,167,North
4,4,North,South,East,West,2,4,3,1,23,5,25,16,167,366,West
3,4,North,South,East,West,1,1,3,1,23,6,25,17,366,365,West
3,5,North,South,East,West,1,1,3,1,24,6,25,18,365,364,North
3,6,North,South,East,West,1,1,3,1,24,7,24,18,364,363,North
3,7,North,South,East,None,1,1,3,1,24,8,24,18,363,362,North
4,7,North,South,East,West,1,1,3,1,23,8,23,18,362,361,East
4,8,North,South,East,West,1,1,3,1,22,8,22,18,361,360,North
5,8,North,South,East,West,1,1,3,1,21,8,22,18,360,359,East
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,-1,Stop
1,17,North,South,None,None,5,9,11,3,17,6,25,13,-1,-2,South
1,16,North,South,East,None,5,9,11,3,17,6,25,13,-2,-3,South
2,16,None,South,East,West,5,9,11,3,17,6,25,13,-3,-4,East
2,15,North,South,East,West,5,9,11,3,17,6,25,13,-4,-5,South
2,14,North,None,East,West,5,9,11,3,17,6,25,13,-5,-6,South
3,14,North,None,East,West,5,9,11,3,17,6,25,13,-6,-7,East
4,14,North,None,East,West,5,9,11,3,17,6,25,13,-7,-8,East
5,14,North,None,East,West,5,9,11,3,17,6,25,13,-8,-9,East
6,14,North,None,East,West,5,9,11,3,17,6,25,13,-9,-10,East
7,14,North,None,East,West,5,9,11,3,17,6,25,13,-10,-11,East
8,14,North,South,East,West,5,9,11,3,17,6,25,13,-11,-12,East
8,13,North,South,East,None,5,9,11,3,17,6,25,13,-12,-13,South
8,12,North,South,East,West,5,9,11,3,17,6,25,13,-13,-14,South
8,11,North,South,East,None,5,9,11,3,17,6,25,13,-14,-15,South
8,10,North,South,East,None,5,9,11,3,17,6,25,13,-15,-16,South
8,9,North,South,East,None,5,9,11,3,17,6,25,13,-16,-17,South
8,8,North,South,East,None,5,9,11,3,17,6,25,13,-17,-18,South
8,7,North,South,East,None,5,9,11,3,17,6,25,13,-18,-19,South
8,6,North,South,East,West,5,9,11,3,17,6,25,13,-19,-20,South
7,6,None,None,East,West,5,9,11,3,17,6,25,13,-20,-21,West
6,6,North,None,East,West,5,9,11,3,17,6,25,13,-21,-22,West
6,7,North,South,None,West,5,9,11,3,17,6,25,13,-22,-23,North
5,7,North,South,East,West,5,9,11,3,17,6,25,13,-23,-24,West
5,8,North,South,East,West,5,9,11,3,17,6,25,13,-24,175,North
5,9,North,South,East,West,1,1,11,3,17,6,25,13,175,174,North
6,9,North,South,None,West,1,1,11,3,17,6,25,13,174,173,East
6,8,North,South,None,West,1,1,11,3,17,6,25,13,173,172,South
6,7,North,South,None,West,1,1,11,3,17,6,25,13,172,171,South
6,6,North,None,East,West,1,1,11,3,17,6,25,13,171,170,South
7,6,None,None,East,West,1,1,11,3,17,6,25,13,170,169,East
8,6,North,South,East,West,1,1,11,3,17,6,25,13,169,168,East
8,5,North,South,East,None,1,1,11,3,17,6,25,13,168,167,South
9,5,North,South,East,West,1,1,11,3,17,6,25,13,167,166,East
9,4,North,South,East,West,1,1,11,3,17,6,25,13,166,165,South
9,3,North,None,East,West,1,1,11,3,17,6,25,13,165,164,South
10,3,North,None,East,West,1,1,11,3,17,6,25,13,164,363,East
11,3,North,None,None,West,1,1,3,1,17,6,25,13,363,362,East
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,-1,Stop
1,17,North,South,None,None,5,9,11,3,17,6,25,13,-1,-2,South
1,16,North,South,East,None,5,9,11,3,17,6,25,13,-2,-3,South
2,16,None,South,East,West,5,9,11,3,17,6,25,13,-3,-4,East
2,15,North,South,East,West,5,9,11,3,17,6,25,13,-4,-5,South
2,14,North,None,East,West,5,9,11,3,17,6,25,13,-5,-6,South
3,14,North,None,East,West,5,9,11,3,17,6,25,13,-6,-7,East
4,14,North,None,East,West,5,9,11,3,17,6,25,13,-7,-8,East
5,14,North,None,East,West,5,9,11,3,17,6,25,13,-8,-9,East
6,14,North,None,East,West,5,9,11,3,17,6,25,13,-9,-10,East
7,14,North,None,East,West,5,9,11,3,17,6,25,13,-10,-11,East
8,14,North,South,East,West,5,9,11,3,17,6,25,13,-11,-12,East
8,13,North,South,East,None,5,9,11,3,17,6,25,13,-12,-13,South
8,12,North,South,East,West,5,9,11,3,17,6,25,13,-13,-14,South
8,11,North,South,East,None,5,9,11,3,17,6,25,13,-14,-15,South
8,10,North,South,East,None,5,9,11,3,17,6,25,13,-15,-16,South
8,9,North,South,East,None,5,9,11,3,17,6,25,13,-16,-17,South
8,8,North,South,East,None,5,9,11,3,17,6,25,13,-17,-18,South
8,7,North,South,East,None,5,9,11,3,17,6,25,13,-18,-19,South
8,6,North,South,East,West,5,9,11,3,17,6,25,13,-19,-20,South
7,6,None,None,East,West,5,9,11,3,17,6,25,13,-20,-21,West
6,6,North,None,East,West,5,9,11,3,17,6,25,13,-21,-22,West
6,7,North,South,None,West,5,9,11,3,17,6,25,13,-22,-23,North
5,7,North,South,East,West,5,9,11,3,17,6,25,13,-23,-24,West
5,8,North,South,East,West,5,9,11,3,17,6,25,13,-24,175,North
5,9,North,South,East,West,1,1,11,3,17,6,25,13,175,174,North
6,9,North,South,None,West,1,1,11,3,17,6,25,13,174,173,East
6,8,North,South,None,West,1,1,11,3,17,6,25,13,173,172,South
6,7,North,South,None,West,1,1,11,3,17,6,25,13,172,171,South
6,6,North,None,East,West,1,1,11,3,17,6,25,13,171,170,South
7,6,None,None,East,West,1,1,11,3,17,6,25,13,170,169,East
8,6,North,South,East,West,1,1,11,3,17,6,25,13,169,168,East
8,5,North,South,East,None,1,1,11,3,17,6,25,13,168,167,South
9,5,North,South,East,West,1,1,11,3,17,6,25,13,167,166,East
9,4,North,South,East,West,1,1,11,3,17,6,25,13,166,165,South
9,3,North,None,East,West,1,1,11,3,17,6,25,13,165,164,South
1,18,None,South,East,None,5,9,11,3,17,6,25,13,0,-1,Stop
1,17,North,South,None,None,5,10,11,3,18,6,25,13,-1,-2,South
1,16,North,South,East,None,5,9,11,3,19,6,25,13,-2,-3,South
2,16,None,South,East,West,5,8,10,3,19,5,25,14,-3,-4,East
2,15,North,South,East,West,5,7,9,3,20,5,25,14,-4,-5,South
2,14,North,None,East,West,6,7,8,3,20,6,25,15,-5,-6,South
3,14,North,None,East,West,6,7,9,3,19,6,25,15,-6,-7,East
4,14,North,None,East,West,6,8,9,4,19,6,25,14,-7,-8,East
5,14,North,None,East,West,6,8,9,5,18,6,25,14,-8,-9,East
6,14,North,None,East,West,6,9,9,5,18,6,25,15,-9,-10,East
7,14,North,None,East,West,6,9,9,6,19,6,25,14,-10,-11,East
8,14,North,South,East,West,6,9,9,7,19,5,25,15,-11,-12,East
8,13,North,South,East,None,5,9,9,6,19,6,25,15,-12,-13,South
8,12,North,South,East,West,5,8,9,5,20,6,25,16,-13,-14,South
8,11,North,South,East,None,4,8,10,5,20,5,25,17,-14,-15,South
8,10,North,South,East,None,5,8,10,5,19,5,25,17,-15,-16,South
8,9,North,South,East,None,6,8,11,5,19,4,25,18,-16,-17,South
8,8,North,South,East,None,6,7,11,5,18,4,25,17,-17,-18,South
8,7,North,South,East,None,6,8,11,6,19,4,25,18,-18,-19,South
8,6,North,South,East,West,6,8,10,6,19,4,25,18,-19,-20,South
9,6,North,South,East,West,6,7,10,6,19,4,25,17,-20,179,East
10,6,North,South,East,West,5,7,3,1,19,5,25,16,179,178,East
10,7,North,South,East,West,4,7,3,1,20,5,25,15,178,177,North
9,7,North,South,East,West,5,7,3,1,20,4,25,14,177,176,West
8,7,North,South,East,None,5,7,3,1,21,4,25,15,176,175,West
8,6,North,South,East,West,5,7,3,1,22,4,25,15,175,174,South
7,6,None,None,East,West,5,7,3,1,22,4,25,15,174,173,West
6,6,North,None,East,West,6,7,3,1,22,4,25,15,173,372,West
6,7,North,South,None,West,1,1,3,1,22,4,24,15,372,371,North
6,8,North,South,None,West,1,1,3,1,22,3,25,15,371,370,North
6,9,North,South,None,West,1,1,3,1,21,3,25,15,370,369,North
6,10,None,South,None,West,1,1,3,1,21,3,25,14,369,368,North
5,10,None,South,East,West,1,1,3,1,22,3,24,14,368,367,West
5,9,North,South,East,West,1,1,3,1,23,3,24,15,367,366,South
5,8,North,South,East,West,1,1,3,1,23,4,24,16,366,365,South
5,7,North,South,East,West,1,1,3,1,23,4,24,15,365,364,South
5,6,North,South,East,West,1,1,3,1,23,3,24,15,364,363,South
5,5,North,South,None,West,1,1,3,1,23,4,24,16,363,362,South
5,4,North,South,None,West,1,1,3,1,23,5,23,16,362,361,South
5,3,North,None,East,West,1,1,3,1,23,5,24,16,361,360,South
6,3,None,None,East,West,1,1,3,1,23,6,24,16,360,359,East
7,3,None,None,East,West,1,1,3,1,23,7,24,16,359,358,East
8,3,North,None,East,West,1,1,3,1,23,6,24,16,358,357,East
8,4,North,South,East,None,1,1,3,1,23,7,23,16,357,356,North
9,4,North,South,East,West,1,1,3,1,23,6,24,16,356,355,East
9,5,North,South,East,West,1,1,3,1,23,7,23,16,355,354,North
9,6,North,South,East,West,1,1,3,1,23,7,24,16,354,353,North
9,7,North,South,East,West,1,1,3,1,24,7,24,16,353,352,North
10,7,North,South,East,West,1,1,3,1,24,6,24,16,352,351,East
10,6,North,South,East,West,1,1,3,1,25,6,23,16,351,350,South
11,6,North,South,None,West,1,1,3,1,25,7,23,15,350,349,East
11,7,North,South,None,West,1,1,3,1,25,7,22,15,349,348,North
11,8,North,South,None,West,1,1,3,1,25,8,23,15,348,347,North
11,9,North,South,None,West,1,1,3,1,25,7,23,16,347,346,North
11,10,North,South,None,West,1,1,3,1,25,8,22,16,346,345,North
11,11,North,South,None,West,1,1,3,1,25,7,22,16,345,344,North
11,12,None,South,East,West,1,1,3,1,25,8,22,15,344,343,North
12,12,None,None,East,West,1,1,3,1,24,8,22,15,343,342,East
13,12,None,South,East,West,1,1,3,1,25,8,22,14,342,341,East
14,12,North,South,East,West,1,1,3,1,24,8,23,14,341,340,East
14,13,North,South,None,None,1,1,3,1,24,9,24,14,340,339,North
14,14,North,South,East,West,1,1,3,1,24,10,24,14,339,338,North
15,14,North,None,East,West,1,1,3,1,25,10,25,14,338,337,East
16,14,North,None,East,West,1,1,3,1,24,10,25,14,337,336,East
17,14,North,South,East,West,1,1,3,1,23,10,24,14,336,335,East
18,14,None,South,East,West,1,1,3,1,22,10,23,14,335,334,East
19,14,None,South,East,West,1,1,3,1,22,10,22,14,334,333,East
20,14,North,South,None,West,1,1,3,1,22,11,22,13,333,332,East
20,13,North,South,None,West,1,1,3,1,22,11,22,13,332,331,South
20,12,North,South,None,West,1,1,3,1,22,10,22,13,331,330,South
20,11,North,South,None,West,1,1,3,1,21,10,23,13,330,329,South
20,10,North,None,East,West,1,1,3,1,21,10,23,14,329,528,South
21,10,None,None,East,West,1,1,3,1,5,1,24,14,528,527,East
22,10,North,None,East,West,1,1,3,1,5,1,23,14,527,526,East
14,3,None,None,East,West,10,15,13,15,14,15,17,15,0,-1,Stop
15,3,North,None,East,West,10,15,13,15,14,15,17,15,-1,-2,East
15,4,North,South,None,None,10,15,13,15,14,15,17,15,-2,-3,North
15,5,None,South,East,None,10,15,13,15,14,15,17,15,-3,-4,North
16,5,None,None,East,West,10,15,13,15,14,15,17,15,-4,-5,East
17,5,None,None,East,West,10,15,13,15,14,15,17,15,-5,-6,East
18,5,North,None,None,West,10,15,13,15,14,15,17,15,-6,-7,East
18,6,North,South,None,None,10,15,13,15,14,15,17,15,-7,-8,North
18,7,North,South,None,None,10,15,13,15,14,15,17,15,-8,-9,North
18,8,None,South,East,West,10,15,13,15,14,15,17,15,-9,-10,North
17,8,None,None,East,West,10,15,13,15,14,15,17,15,-10,-11,West
16,8,None,None,East,West,10,15,13,15,14,15,17,15,-11,-12,West
15,8,North,None,East,West,10,15,13,15,14,15,17,15,-12,-13,West
15,9,North,South,None,None,10,15,13,15,14,15,17,15,-13,-14,North
15,10,North,South,None,None,10,15,13,15,14,15,17,15,-14,-15,North
15,11,None,South,East,None,10,15,13,15,14,15,17,15,-15,-16,North
16,11,None,None,East,West,10,15,13,15,14,15,17,15,-16,-17,East
17,11,None,None,East,West,10,15,13,15,14,15,17,15,-17,-18,East
18,11,None,None,East,West,10,15,13,15,14,15,17,15,-18,-19,East
19,11,North,None,East,West,10,15,13,15,14,15,17,15,-19,-20,East
19,12,North,South,None,None,10,15,13,15,14,15,17,15,-20,-21,North
19,13,North,South,None,West,10,15,13,15,14,15,17,15,-21,-22,North
18,13,None,None,East,West,10,15,13,15,14,15,17,15,-22,-23,West
17,13,None,None,East,West,10,15,13,15,14,15,17,15,-23,-24,West
16,13,None,None,East,West,10,15,13,15,14,15,17,15,-24,-25,West
15,13,None,None,East,West,10,15,13,15,14,15,17,15,-25,-26,West
14,13,None,None,East,West,10,15,13,15,14,15,17,15,-26,-27,West
13,13,None,None,East,West,10,15,13,15,14,15,17,15,-27,-28,West
12,13,None,None,East,West,10,15,13,15,14,15,17,15,-28,-29,West
11,13,None,None,East,West,10,15,13,15,14,15,17,15,-29,-30,West
10,13,None,None,East,West,10,15,13,15,14,15,17,15,-30,-31,West
9,13,None,None,East,West,10,15,13,15,14,15,17,15,-31,-32,West
8,13,North,South,East,None,10,15,13,15,14,15,17,15,-32,-33,West
8,14,North,South,None,None,10,15,13,15,14,15,17,15,-33,-34,North
8,15,North,South,None,West,10,15,13,15,14,15,17,15,-34,-35,North
8,16,North,South,None,None,10,15,13,15,14,15,17,15,-35,-36,North
8,17,None,South,East,None,10,15,13,15,14,15,17,15,-36,-37,North
9,17,None,None,East,West,10,15,13,15,14,15,17,15,-37,-38,East
10,17,None,None,East,West,10,15,13,15,14,15,17,15,-38,-39,East
11,17,None,None,East,West,10,15,13,15,14,15,17,15,-39,-40,East
12,17,North,None,East,West,10,15,13,15,14,15,17,15,-40,-41,East
13,17,None,South,East,West,10,15,13,15,14,15,17,15,-41,-42,East
13,16,North,South,East,None,10,15,13,15,14,15,17,15,-42,157,South
13,15,North,None,East,West,10,15,3,1,14,15,17,15,157,356,South
14,15,North,None,East,West,10,15,3,1,5,1,17,15,356,355,East
15,15,None,None,East,West,10,15,3,1,5,1,17,15,355,354,East
16,15,None,None,East,West,10,15,3,1,5,1,17,15,354,553,East
17,15,None,None,None,West,10,15,3,1,5,1,7,1,553,552,East
16,15,None,None,East,West,10,15,3,1,5,1,7,1,552,551,West
15,15,None,None,East,West,10,15,3,1,5,1,7,1,551,550,West
14,15,North,None,East,West,10,15,3,1,5,1,7,1,550,549,West
13,15,North,None,East,West,10,15,3,1,5,1,7,1,549,548,West
12,15,None,None,East,West,10,15,3,1,5,1,7,1,548,547,West
14,3,None,None,East,West,10,15,13,15,14,15,17,15,0,-1,Stop
15,3,North,None,East,West,10,15,13,15,15,15,17,15,-1,-2,East
15,4,North,South,None,None,11,15,13,16,15,15,16,15,-2,-3,North
15,5,None,South,East,None,10,15,13,17,15,15,17,15,-3,-4,North
16,5,None,None,East,West,10,15,12,17,14,15,17,15,-4,-5,East
17,5,None,None,East,West,10,15,12,18,14,16,17,15,-5,-6,East
18,5,North,None,None,West,10,15,12,18,13,16,16,15,-6,-7,East
18,6,North,South,None,None,10,15,12,19,14,16,17,15,-7,-8,North
18,7,North,South,None,None,10,15,12,19,14,17,16,15,-8,-9,North
18,8,None,South,East,West,10,15,12,19,14,16,16,15,-9,-10,North
17,8,None,None,East,West,11,15,12,19,14,17,17,15,-10,-11,West
16,8,None,None,East,West,12,15,12,20,14,16,17,15,-11,-12,West
15,8,North,None,East,West,13,15,11,20,14,15,16,15,-12,-13,West
15,9,North,South,None,None,13,15,10,20,14,16,15,15,-13,-14,North
15,10,North,South,None,None,12,15,10,20,14,16,14,15,-14,-15,North
15,11,None,South,East,None,11,15,10,20,14,16,14,16,-15,-16,North
16,11,None,None,East,West,10,15,9,20,13,16,13,16,-16,-17,East
17,11,None,None,East,West,10,15,9,21,13,17,13,16,-17,-18,East
18,11,None,None,East,West,11,15,9,21,13,16,14,16,-18,-19,East
19,11,North,None,East,West,11,15,9,21,13,16,13,16,-19,-20,East
19,12,North,South,None,None,12,15,9,20,13,17,13,17,-20,-21,North
19,13,North,South,None,West,11,15,9,21,14,17,13,16,-21,-22,North
18,13,None,None,East,West,11,15,9,21,13,17,13,16,-22,-23,West
17,13,None,None,East,West,12,15,9,21,12,17,13,16,-23,-24,West
16,13,None,None,East,West,11,15,9,20,13,17,14,16,-24,-25,West
15,13,None,None,East,West,10,15,9,21,12,17,14,17,-25,-26,West
14,13,None,None,East,West,10,15,9,22,12,18,14,17,-26,-27,West
13,13,None,None,East,West,11,15,9,23,12,17,13,17,-27,-28,West
12,13,None,None,East,West,11,15,9,22,12,17,12,17,-28,-29,West
11,13,None,None,East,West,11,15,9,23,12,17,12,17,-29,-30,West
10,13,None,None,East,West,12,15,10,23,12,18,12,17,-30,-31,West
9,13,None,None,East,West,13,15,11,23,12,17,12,18,-31,-32,West
8,13,North,South,East,None,13,16,11,23,13,17,12,18,-32,-33,West
8,14,North,South,None,None,13,16,10,23,13,17,12,17,-33,-34,North
8,15,North,South,None,West,13,16,10,23,14,17,12,18,-34,-35,North
8,16,North,South,None,None,14,16,9,23,14,16,12,17,-35,-36,North
8,17,None,South,East,None,14,17,10,23,14,17,12,18,-36,-37,North
9,17,None,None,East,West,14,17,11,23,14,17,12,17,-37,-38,East
10,17,None,None,East,West,14,16,11,23,14,16,12,18,-38,-39,East
11,17,None,None,East,West,14,15,10,23,14,17,12,19,-39,-40,East
12,17,North,None,East,West,14,16,10,23,13,17,12,20,-40,159,East
13,17,None,South,East,West,14,17,9,23,5,1,11,20,159,358,East
14,17,None,South,East,West,1,1,9,23,5,1,11,20,358,357,East
15,17,North,None,East,West,1,1,9,23,5,1,12,20,357,356,East
15,18,North,South,None,None,1,1,8,23,5,1,12,19,356,355,North
15,19,North,South,None,None,1,1,7,23,5,1,12,19,355,354,North
15,20,None,South,East,None,1,1,8,23,5,1,12,18,354,353,North
16,20,None,None,East,West,1,1,9,23,5,1,12,19,353,352,East
17,20,None,None,East,West,1,1,9,22,5,1,12,18,352,351,East
18,20,North,None,None,West,1,1,9,22,5,1,12,18,351,350,East
18,21,North,South,None,None,1,1,9,21,5,1,12,18,350,349,North
18,22,North,South,None,None,1,1,9,21,5,1,12,18,349,348,North
18,23,None,South,East,West,1,1,9,20,5,1,12,19,348,347,North
17,23,None,None,East,West,1,1,10,20,5,1,12,18,347,346,West
16,23,None,None,East,West,1,1,10,20,5,1,12,17,346,345,West
15,23,North,None,East,West,1,1,10,20,5,1,13,17,345,344,West
14,23,None,None,East,West,1,1,11,20,5,1,12,17,344,343,West
13,23,None,None,East,West,1,1,12,20,5,1,12,17,343,342,West
12,23,North,None,East,West,1,1,11,20,5,1,12,18,342,341,West
11,23,None,None,East,West,1,1,11,20,5,1,12,19,341,340,West
10,23,None,None,East,West,1,1,11,20,5,1,12,19,340,339,West
9,23,None,South,East,West,1,1,11,20,5,1,12,20,339,338,West
9,22,North,South,None,None,1,1,10,20,5,1,12,20,338,337,South
9,21,North,South,None,None,1,1,11,20,5,1,12,19,337,336,South
9,20,North,None,East,None,1,1,11,20,5,1,12,18,336,335,South
10,20,None,None,East,West,1,1,11,20,5,1,12,17,335,534,East
11,20,None,None,East,West,1,1,3,1,5,1,11,17,534,533,East
12,20,None,South,None,West,1,1,3,1,5,1,12,17,533,532,East
12,19,North,South,None,None,1,1,3,1,5,1,12,17,532,531,South
14,3,None,None,East,West,10,15,13,15,14,15,17,15,0,-1,Stop
15,3,North,None,East,West,11,15,14,15,13,15,17,15,-1,-2,East
15,4,North,South,None,None,10,15,13,15,14,15,16,15,-2,-3,North
15,5,None,South,East,None,10,15,13,16,13,15,15,15,-3,-4,North
16,5,None,None,East,West,10,15,13,15,13,16,15,15,-4,-5,East
17,5,None,None,East,West,11,15,13,16,13,16,14,15,-5,-6,East
18,5,North,None,None,West,12,15,13,17,13,17,14,16,-6,-7,East
18,6,North,South,None,None,11,15,13,16,14,17,14,15,-7,-8,North
18,7,North,South,None,None,11,15,13,16,14,17,14,15,-8,-9,North
18,8,None,South,East,West,12,15,13,15,15,17,14,16,-9,-10,North
17,8,None,None,East,West,11,15,12,15,15,18,13,16,-10,-11,West
16,8,None,None,East,West,10,15,12,15,15,18,13,16,-11,-12,West
15,8,North,None,East,West,11,15,13,15,15,19,14,16,-12,-13,West
15,9,North,South,None,None,10,15,14,15,15,18,14,16,-13,-14,North
15,10,North,South,None,None,10,15,15,15,15,18,14,15,-14,-15,North
15,11,None,South,East,None,11,15,16,15,15,18,15,15,-15,-16,North
16,11,None,None,East,West,12,15,16,15,15,19,14,15,-16,-17,East
17,11,None,None,East,West,13,15,15,15,15,20,13,15,-17,-18,East
18,11,None,None,East,West,14,15,15,15,15,19,13,16,-18,-19,East
19,11,North,None,East,West,15,15,16,15,15,20,13,17,-19,-20,East
19,12,North,South,None,None,14,15,17,15,15,20,14,17,-20,-21,North
19,13,North,South,None,West,14,15,16,15,15,19,15,17,-21,-22,North
18,13,None,None,East,West,13,15,17,15,15,20,14,17,-22,-23,West
17,13,None,None,East,West,14,15,16,15,15,19,13,17,-23,-24,West
16,13,None,None,East,West,14,15,15,15,15,18,13,17,-24,-25,West
15,13,None,None,East,West,15,15,15,15,15,19,13,16,-25,-26,West
14,13,None,None,East,West,14,15,14,15,15,20,14,16,-26,-27,West
13,13,None,None,East,West,14,15,15,15,16,20,14,17,-27,-28,West
12,13,None,None,East,West,14,16,14,15,16,20,14,17,-28,-29,West
11,13,None,None,East,West,14,17,13,15,17,20,15,17,-29,-30,West
10,13,None,None,East,West,13,17,12,15,16,20,14,17,-30,-31,West
9,13,None,None,East,West,13,16,11,15,15,20,14,16,-31,-32,West
8,13,North,South,East,None,13,15,11,15,15,19,14,17,-32,-33,West
8,14,North,South,None,None,13,15,12,15,15,20,15,17,-33,-34,North
8,15,North,South,None,West,14,15,11,15,15,20,16,17,-34,-35,North
8,16,North,South,None,None,14,16,12,15,16,20,16,17,-35,-36,North
8,17,None,South,East,None,14,15,11,15,15,20,17,17,-36,-37,North
9,17,None,None,East,West,13,15,12,15,15,20,16,17,-37,-38,East
10,17,None,None,East,West,14,15,11,15,15,19,15,17,-38,-39,East
11,17,None,None,East,West,14,15,12,15,15,18,15,17,-39,-40,East
12,17,North,None,East,West,14,16,13,15,15,17,15,18,-40,-41,East
13,17,None,South,East,West,14,17,12,15,16,17,15,18,-41,358,East
14,17,None,South,East,West,1,1,13,15,15,17,15,17,358,557,East
15,17,North,None,East,West,1,1,13,15,5,1,7,1,557,556,East
16,17,None,None,East,West,1,1,12,15,5,1,7,1,556,555,East
17,17,None,None,East,West,1,1,13,15,5,1,7,1,555,554,East
18,17,None,None,East,West,1,1,14,15,5,1,7,1,554,553,East
19,17,None,South,None,West,1,1,15,15,5,1,7,1,553,552,East
19,16,North,South,None,None,1,1,16,15,5,1,7,1,552,551,South
19,15,North,South,East,None,1,1,16,15,5,1,7,1,551,550,South
19,14,North,South,None,None,1,1,15,15,5,1,7,1,550,549,South
19,13,North,South,None,West,1,1,15,15,5,1,7,1,549,548,South
18,13,None,None,East,West,1,1,14,15,5,1,7,1,548,547,West
17,13,None,None,East,West,1,1,14,16,5,1,7,1,547,546,West
16,13,None,None,East,West,1,1,14,17,5,1,7,1,546,545,West
15,13,None,None,East,West,1,1,13,17,5,1,7,1,545,544,West
14,13,None,None,East,West,1,1,12,17,5,1,7,1,544,543,West
13,13,None,None,East,West,1,1,11,17,5,1,7,1,543,542,West
12,13,None,None,East,West,1,1,12,17,5,1,7,1,542,541,West
11,13,None,None,East,West,1,1,11,17,5,1,7,1,541,540,West
10,13,None,None,East,West,1,1,11,17,5,1,7,1,540,539,West
9,13,None,None,East,West,1,1,10,17,5,1,7,1,539,538,West
8,13,North,South,East,None,1,1,9,17,5,1,7,1,538,537,West
8,14,North,South,None,None,1,1,10,17,5,1,7,1,537,536,North
8,15,North,South,None,West,1,1,10,17,5,1,7,1,536,535,North
8,16,North,South,None,None,1,1,9,17,5,1,7,1,535,534,North
14,3,None,None,East,West,10,15,13,15,14,15,17,15,0,-1,Stop
15,3,North,None,East,West,10,15,12,15,14,16,17,15,-1,-2,East
15,4,North,South,None,None,11,15,13,15,14,16,17,15,-2,-3,North
15,5,None,South,East,None,10,15,13,16,14,16,16,15,-3,-4,North
16,5,None,None,East,West,10,15,13,15,13,16,17,15,-4,-5,East
17,5,None,None,East,West,11,15,12,15,13,16,17,15,-5,-6,East
18,5,North,None,None,West,10,15,12,15,13,15,16,15,-6,-7,East
18,6,North,South,None,None,11,15,13,15,13,15,16,15,-7,-8,North
18,7,North,South,None,None,11,15,13,15,13,16,15,15,-8,-9,North
18,8,None,South,East,West,11,15,14,15,13,16,15,15,-9,-10,North
17,8,None,None,East,West,11,15,14,16,13,16,15,15,-10,-11,West
16,8,None,None,East,West,11,15,13,16,14,16,15,15,-11,-12,West
15,8,North,None,East,West,11,15,13,15,14,17,15,15,-12,-13,West
15,9,North,South,None,None,10,15,13,15,13,17,14,15,-13,-14,North
15,10,North,South,None,None,11,15,14,15,13,16,15,15,-14,-15,North
15,11,None,South,East,None,11,15,14,16,14,16,15,15,-15,-16,North
16,11,None,None,East,West,11,15,14,16,14,17,16,15,-16,-17,East
17,11,None,None,East,West,12,15,14,16,14,16,15,15,-17,-18,East
18,11,None,None,East,West,11,15,14,16,14,16,15,15,-18,-19,East
19,11,North,None,East,West,10,15,13,16,14,16,14,15,-19,-20,East
19,12,North,South,None,None,11,15,14,16,14,16,15,15,-20,-21,North
19,13,North,South,None,West,12,15,13,16,14,15,16,15,-21,-22,North
18,13,None,None,East,West,11,15,14,16,13,15,15,15,-22,-23,West
17,13,None,None,East,West,11,15,14,15,12,15,16,15,-23,-24,West
16,13,None,None,East,West,10,15,13,15,11,15,16,15,-24,-25,West
