@relation 'pacmanInformation-weka.filters.unsupervised.attribute.Remove-R7-8,17-22'

@attribute PacPosX numeric
@attribute PacPosY numeric
@attribute ActN {North,None}
@attribute ActSo {South,None}
@attribute ActE {East,None}
@attribute ActW {West,None}
@attribute G1PosX numeric
@attribute G1PosY numeric
@attribute G2PosX numeric
@attribute G2PosY numeric
@attribute G3PosX numeric
@attribute G3PosY numeric
@attribute G4PosX numeric
@attribute G4PosY numeric
@attribute Score numeric
@attribute NextScore numeric
@attribute PacDir {North,South,East,West,Stop,None}

@data
10,9,None,None,East,West,5,3,9,6,11,5,15,8,1485,1584,West
9,9,None,None,East,West,5,3,9,5,10,5,15,9,1584,1683,West
8,9,None,None,East,West,6,3,9,5,10,5,16,9,1683,1782,West
7,9,None,None,East,West,6,2,8,5,10,5,15,9,1782,1881,West
6,9,None,South,East,None,6,1,9,5,9,5,15,9,1881,1980,West
6,8,North,South,None,None,7,1,10,5,8,5,15,9,1980,2079,South
6,7,North,South,East,West,7,1,11,5,8,5,15,8,2079,2178,South
6,6,North,South,None,None,7,1,10,5,9,5,15,7,2178,2277,South
6,5,North,South,None,West,8,1,9,5,8,5,16,7,2277,2376,South
6,4,North,South,None,None,8,1,9,6,8,5,16,7,2376,2475,South
6,3,North,South,East,West,8,1,9,6,9,5,16,7,2475,2574,South
7,3,None,None,East,West,7,1,10,6,10,5,16,6,2574,2673,East
8,3,None,None,East,West,7,1,9,6,11,5,16,7,2673,2772,East
9,3,None,None,East,West,8,1,9,6,11,5,16,7,2772,2871,East
10,3,None,None,East,West,9,1,10,6,10,5,16,6,2871,2970,East
11,3,None,None,East,West,10,1,10,6,11,5,16,6,2970,3069,East
12,3,None,None,East,West,10,1,10,6,10,5,16,6,3069,3068,East
13,3,North,South,East,West,10,1,9,6,9,5,16,6,3068,3067,East
13,4,North,South,None,None,11,1,9,6,10,5,16,6,3067,3066,North
13,5,North,South,East,None,10,1,10,6,9,5,16,7,3066,3065,North
13,6,North,South,None,None,11,1,10,6,10,5,16,7,3065,3064,North
13,7,North,South,East,West,10,1,10,6,9,5,15,7,3064,3163,North
14,7,None,None,East,West,9,1,10,6,9,6,16,7,3163,3262,East
15,7,North,None,East,West,9,1,10,7,10,6,16,6,3262,3561,East
16,7,None,South,None,West,8,1,11,7,9,6,7,1,3561,3660,East
16,6,North,South,None,None,8,1,10,7,9,6,7,1,3660,3759,South
16,5,North,South,East,West,7,1,10,6,10,6,7,1,3759,3858,South
15,5,None,None,East,West,8,1,10,6,10,7,8,1,3858,3957,West
14,5,None,None,East,West,8,1,9,6,10,6,7,1,3957,3956,West
13,5,North,South,East,None,7,1,9,5,10,5,6,1,3956,3955,West
13,4,North,South,None,None,8,1,9,5,11,5,6,2,3955,3954,South
13,3,North,South,East,West,7,1,9,5,10,5,6,3,3954,3953,South
12,3,None,None,East,West,6,1,8,5,11,5,7,3,3953,3952,West
11,3,None,None,East,West,7,1,8,5,10,5,7,3,3952,3951,West
10,3,None,None,East,West,6,1,9,5,9,5,8,3,3951,4150,West
9,3,None,None,East,West,6,1,8,5,10,5,8,3,4150,4149,West
8,3,None,None,East,West,6,2,8,5,11,5,7,1,4149,4148,West
7,3,None,None,East,West,6,3,9,5,10,5,8,1,4148,4347,West
6,3,North,South,East,West,1,2,8,5,9,5,7,1,4347,4346,West
6,4,North,South,None,None,1,1,9,5,8,5,7,1,4346,4345,North
6,5,North,South,None,West,1,2,10,5,8,5,7,1,4345,4344,North
6,6,North,South,None,None,1,1,9,5,8,5,8,1,4344,4343,North
6,7,North,South,East,West,1,1,9,5,9,5,9,1,4343,4442,North
7,7,None,None,East,West,1,2,9,6,9,5,10,1,4442,4541,East
8,7,None,None,East,West,1,1,9,5,9,6,9,1,4541,4840,East
9,7,None,South,East,West,2,1,8,5,5,1,9,1,4840,4839,East
9,6,North,South,East,None,3,1,8,5,4,1,9,1,4839,4838,South
9,1,None,None,East,West,3,3,8,5,11,5,18,9,0,99,Stop
10,1,None,None,East,West,3,3,9,5,11,5,18,9,99,198,East
11,1,None,None,East,West,3,4,10,5,11,5,18,9,198,297,East
12,1,None,None,East,West,3,4,11,5,11,5,17,9,297,396,East
13,1,North,None,None,West,3,3,10,5,11,5,18,9,396,495,East
13,2,North,South,None,None,3,3,11,5,10,5,18,8,495,594,North
13,3,North,South,East,West,3,3,10,5,10,6,18,9,594,693,North
13,4,North,South,None,None,3,4,10,6,10,6,18,9,693,792,North
13,5,North,South,East,None,3,3,10,6,10,6,18,9,792,891,North
13,6,North,South,None,None,3,4,10,7,9,6,18,9,891,990,North
13,7,North,South,East,West,3,3,9,7,9,5,17,9,990,1089,North
12,7,None,None,East,West,3,3,9,6,10,5,18,9,1089,1188,West
11,7,None,None,East,West,4,3,9,7,9,5,18,8,1188,1287,West
10,7,None,South,East,West,4,3,9,6,9,6,18,8,1287,1286,West
10,6,North,South,None,West,3,3,9,7,9,7,18,7,1286,1485,South
9,6,North,South,East,None,4,3,8,7,5,1,18,6,1485,1784,West
9,7,None,South,East,West,4,3,3,1,6,1,18,7,1784,1883,North
8,7,None,None,East,West,4,3,2,1,7,1,18,6,1883,1982,West
7,7,None,None,East,West,4,3,1,1,6,1,18,7,1982,2081,West
6,7,North,South,East,West,4,3,1,1,6,2,18,7,2081,2180,West
6,6,North,South,None,None,4,3,1,2,6,2,18,8,2180,2279,South
6,5,North,South,None,West,5,3,1,1,6,2,18,8,2279,2378,South
5,5,None,None,East,West,4,3,1,1,6,2,18,7,2378,2477,West
4,5,None,None,East,West,4,2,2,1,6,3,18,8,2477,2576,West
3,5,North,South,East,West,4,1,3,1,6,2,18,9,2576,2675,West
3,4,North,South,None,None,4,1,3,1,6,1,18,9,2675,2674,South
3,3,North,None,East,None,3,1,4,1,6,1,18,8,2674,2773,South
4,3,None,South,East,West,3,1,4,1,7,1,18,9,2773,2872,East
5,3,None,None,East,West,2,1,4,2,7,1,18,9,2872,2971,East
6,3,North,South,East,West,1,1,4,3,7,1,18,8,2971,2970,East
6,3,North,South,East,West,1,2,5,3,8,1,18,8,2970,3169,East
6,3,North,South,East,West,1,3,3,1,7,1,18,8,3169,3168,East
6,3,North,South,East,West,1,2,2,1,7,1,18,7,3168,3267,East
6,2,North,South,None,None,1,1,1,1,8,1,18,8,3267,3366,South
6,1,North,None,East,None,1,1,2,1,8,1,18,9,3366,3665,South
7,1,None,None,East,West,1,2,3,1,5,1,18,9,3665,3764,East
8,1,None,None,East,West,1,1,3,1,4,1,18,9,3764,3763,East
9,1,None,None,East,West,1,2,4,1,3,1,18,9,3763,3762,East
10,1,None,None,East,West,1,3,4,1,2,1,18,9,3762,3761,East
11,1,None,None,East,West,1,3,3,1,2,1,17,9,3761,3760,East
12,1,None,None,East,West,1,3,4,1,3,1,18,9,3760,3759,East
13,1,North,None,None,West,1,2,4,2,2,1,18,9,3759,3758,East
13,2,North,South,None,None,1,2,4,3,2,1,17,9,3758,3757,North
13,3,North,South,East,West,1,1,5,3,3,1,16,9,3757,3856,North
12,3,None,None,East,West,1,2,5,3,4,1,16,9,3856,3955,West
11,3,None,None,East,West,1,1,6,3,4,2,15,9,3955,4054,West
10,3,None,None,East,West,1,2,6,3,4,1,16,9,4054,4153,West
9,3,None,None,East,West,1,2,6,3,3,1,17,9,4153,4252,West
8,3,None,None,East,West,1,1,7,3,4,1,17,9,4252,4551,West
7,3,None,None,East,West,1,1,4,1,4,1,16,9,4551,4550,West
6,3,North,South,East,West,1,2,3,1,4,1,17,9,4550,4549,West
6,2,North,South,None,None,1,3,2,1,4,1,17,9,4549,4548,South
6,1,North,None,East,None,1,2,1,1,3,1,17,9,4548,4547,South
7,1,None,None,East,West,1,2,1,1,4,1,18,9,4547,4546,East
8,1,None,None,East,West,1,2,1,2,4,1,18,8,4546,4545,East
9,1,None,None,East,West,1,2,1,3,3,1,18,7,4545,4544,East
10,1,None,None,East,West,1,2,1,2,3,1,18,8,4544,4543,East
11,1,None,None,East,West,1,3,1,2,2,1,18,9,4543,4542,East
12,1,None,None,East,West,1,3,1,1,1,1,18,9,4542,4541,East
13,1,North,None,None,West,1,3,1,2,2,1,17,9,4541,4540,East
13,2,North,South,None,None,1,3,1,2,3,1,16,9,4540,4539,North
13,3,North,South,East,West,1,2,1,3,2,1,16,9,4539,4538,North
13,4,North,South,None,None,1,1,1,4,1,1,15,9,4538,4537,North
13,5,North,South,East,None,1,1,1,3,1,1,15,9,4537,4636,North
14,5,None,None,East,West,2,1,1,2,1,2,15,8,4636,4735,East
15,5,None,None,East,West,3,1,1,1,1,3,15,7,4735,4834,East
16,5,North,South,East,West,2,1,1,2,1,3,16,7,4834,5133,East
9,1,None,None,East,West,3,3,8,5,11,5,18,9,0,99,Stop
10,1,None,None,East,West,3,4,8,5,10,5,18,9,99,198,East
11,1,None,None,East,West,3,5,9,5,9,5,18,9,198,297,East
12,1,None,None,East,West,4,5,10,5,9,6,17,9,297,396,East
13,1,North,None,None,West,4,5,11,5,10,6,17,9,396,495,East
13,2,North,South,None,None,3,5,11,5,10,6,17,9,495,594,North
13,3,North,South,East,West,2,5,10,5,10,6,17,9,594,693,North
13,4,North,South,None,None,2,5,11,5,10,6,18,9,693,792,North
13,5,North,South,East,None,3,5,10,5,10,7,18,9,792,891,North
13,6,North,South,None,None,3,6,10,5,10,6,18,9,891,990,North
13,7,North,South,East,West,3,5,10,5,9,6,17,9,990,1089,North
12,7,None,None,East,West,3,6,10,6,9,6,16,9,1089,1188,West
11,7,None,None,East,West,3,7,10,5,9,6,17,9,1188,1287,West
10,7,None,South,East,West,4,7,10,5,9,5,18,9,1287,1286,West
10,6,North,South,None,West,4,7,9,5,9,6,18,8,1286,1685,South
9,6,North,South,East,None,3,7,3,1,6,1,18,9,1685,1784,West
9,7,None,South,East,West,3,7,4,1,6,2,18,8,1784,1883,North
8,7,None,None,East,West,3,7,4,2,6,1,18,8,1883,1982,West
7,7,None,None,East,West,3,7,4,2,6,2,18,9,1982,2081,West
6,7,North,South,East,West,4,7,4,1,6,3,18,8,2081,2180,West
5,7,None,None,East,West,4,7,3,1,6,2,18,7,2180,2479,West
9,1,None,None,East,West,3,3,8,5,11,5,18,9,0,99,Stop
10,1,None,None,East,West,3,3,8,5,11,5,18,9,99,198,East
11,1,None,None,East,West,3,3,8,5,11,5,18,9,198,297,East
12,1,None,None,East,West,3,3,8,5,11,5,18,9,297,396,East
13,1,North,None,None,West,3,3,8,5,11,5,18,9,396,495,East
13,2,North,South,None,None,3,3,8,5,11,5,18,9,495,594,North
13,3,North,South,East,West,3,3,8,5,11,5,18,9,594,693,North
13,4,North,South,None,None,3,3,8,5,11,5,18,9,693,792,North
13,5,North,South,East,None,3,3,8,5,11,5,18,9,792,891,North
13,6,North,South,None,None,3,3,8,5,11,5,18,9,891,990,North
13,7,North,South,East,West,3,3,8,5,11,5,18,9,990,1089,North
12,7,None,None,East,West,3,3,8,5,11,5,18,9,1089,1188,West
11,7,None,None,East,West,3,3,8,5,11,5,18,9,1188,1287,West
10,7,None,South,East,West,3,3,8,5,11,5,18,9,1287,1286,West
10,6,North,South,None,West,3,3,8,5,11,5,18,9,1286,1285,South
9,1,None,None,East,West,3,3,8,5,11,5,18,9,0,99,Stop
10,1,None,None,East,West,3,3,9,5,10,5,18,9,99,198,East
11,1,None,None,East,West,4,3,10,5,9,5,18,9,198,297,East
12,1,None,None,East,West,3,3,9,5,8,5,18,8,297,396,East
13,1,North,None,None,West,4,3,9,6,9,5,18,8,396,495,East
13,2,North,South,None,None,5,3,9,5,8,5,18,7,495,594,North
13,3,North,South,East,West,5,3,9,5,9,5,18,8,594,693,North
13,4,North,South,None,None,5,3,9,6,10,5,18,7,693,792,North
13,5,North,South,East,None,5,3,9,6,9,5,18,7,792,891,North
13,6,North,South,None,None,5,3,10,6,9,6,18,7,891,990,North
13,7,North,South,East,West,6,3,10,7,10,6,18,7,990,1089,North
12,7,None,None,East,West,6,4,11,7,9,6,18,8,1089,1388,West
11,7,None,None,East,West,6,3,4,1,9,6,18,9,1388,1487,West
10,7,None,South,East,West,6,3,4,1,9,5,18,8,1487,1486,West
10,6,North,South,None,West,6,4,3,1,9,5,18,9,1486,1685,South
9,6,North,South,East,None,6,4,4,1,5,1,17,9,1685,1684,West
9,5,North,None,East,West,6,4,4,2,6,1,18,9,1684,1683,South
8,5,None,None,East,None,6,3,4,3,7,1,18,8,1683,1682,West
9,5,North,None,East,West,6,4,3,3,7,1,18,9,1682,1681,East
10,5,North,None,East,West,6,4,3,3,7,1,17,9,1681,1680,East
11,5,None,None,None,West,6,5,3,3,8,1,17,9,1680,1679,East
10,5,North,None,East,West,5,5,3,4,8,1,17,9,1679,1678,West
9,5,North,None,East,West,5,5,3,5,7,1,17,9,1678,1677,West
8,5,None,None,East,None,6,5,3,6,8,1,17,9,1677,1676,West
9,5,North,None,East,West,5,5,3,5,8,1,18,9,1676,1675,East
10,5,North,None,East,West,6,5,2,5,8,1,18,9,1675,1674,East
11,5,None,None,None,West,6,4,3,5,7,1,18,9,1674,1673,East
10,5,North,None,East,West,6,5,3,4,6,1,18,8,1673,1672,West
9,5,North,None,East,West,6,4,3,3,6,1,18,8,1672,1671,West
8,5,None,None,East,None,6,3,3,4,6,2,18,8,1671,1670,West
9,5,North,None,East,West,6,3,3,3,6,1,18,7,1670,1669,East
10,5,North,None,East,West,6,2,4,3,6,2,18,6,1669,1668,East
11,5,None,None,None,West,6,1,5,3,6,2,18,7,1668,1667,East
10,5,North,None,East,West,6,1,6,3,6,1,18,7,1667,1666,West
9,5,North,None,East,West,7,1,6,2,6,1,18,6,1666,1665,West
8,5,None,None,East,None,8,1,6,3,6,2,18,6,1665,1664,West
9,5,North,None,East,West,8,1,5,3,6,1,18,6,1664,1663,East
10,5,North,None,East,West,8,1,4,3,6,2,18,7,1663,1662,East
11,5,None,None,None,West,8,1,3,3,6,1,18,7,1662,1661,East
10,5,North,None,East,West,8,1,3,3,6,1,18,6,1661,1660,West
9,5,North,None,East,West,9,1,3,4,7,1,18,7,1660,1659,West
8,5,None,None,East,None,8,1,3,5,8,1,18,6,1659,1658,West
9,5,North,None,East,West,8,1,4,5,8,1,18,6,1658,1657,East
10,5,North,None,East,West,9,1,5,5,8,1,18,7,1657,1656,East
11,5,None,None,None,West,8,1,5,5,8,1,18,6,1656,1655,East
10,5,North,None,East,West,9,1,5,5,7,1,18,7,1655,1654,West
9,5,North,None,East,West,8,1,6,5,6,1,18,7,1654,1653,West
8,5,None,None,East,None,7,1,6,4,6,2,18,7,1653,1652,West
9,5,North,None,East,West,8,1,6,4,6,3,18,8,1652,1651,East
10,5,North,None,East,West,9,1,6,5,6,2,18,7,1651,1650,East
11,5,None,None,None,West,10,1,6,4,6,3,18,6,1650,1649,East
10,5,North,None,East,West,9,1,6,4,6,2,18,7,1649,1648,West
9,5,North,None,East,West,8,1,6,3,6,3,18,7,1648,1647,West
8,5,None,None,East,None,7,1,6,2,6,3,18,6,1647,1646,West
9,5,North,None,East,West,8,1,6,3,6,4,18,5,1646,1645,East
10,5,North,None,East,West,7,1,7,3,6,3,18,6,1645,1644,East
11,5,None,None,None,West,7,1,7,3,7,3,18,7,1644,1643,East
10,5,North,None,East,West,7,1,6,3,6,3,18,7,1643,1642,West
9,5,North,None,East,West,8,1,5,3,6,4,18,8,1642,1641,West
8,5,None,None,East,None,9,1,4,3,6,4,18,9,1641,1640,West
9,5,North,None,East,West,10,1,4,3,6,5,17,9,1640,1639,East
10,5,North,None,East,West,10,1,4,2,6,5,18,9,1639,1638,East
11,5,None,None,None,West,10,1,4,3,6,5,18,8,1638,1637,East
10,5,North,None,East,West,11,1,4,2,6,5,18,7,1637,1636,West
9,5,North,None,East,West,10,1,4,2,6,4,18,7,1636,1635,West
8,5,None,None,East,None,10,1,4,2,6,5,18,7,1635,1634,West
9,5,North,None,East,West,9,1,4,1,6,5,18,6,1634,1633,East
10,5,North,None,East,West,8,1,4,1,6,5,18,5,1633,1632,East
11,5,None,None,None,West,8,1,4,2,6,5,18,6,1632,1631,East
10,5,North,None,East,West,9,1,4,2,6,5,18,7,1631,1630,West
9,5,North,None,East,West,8,1,4,3,6,6,18,7,1630,1629,West
9,6,North,South,East,None,8,1,4,2,6,5,18,7,1629,1728,North
9,7,None,South,East,West,8,1,4,3,5,5,18,6,1728,1827,North
8,7,None,None,East,West,9,1,5,3,5,5,18,6,1827,1926,West
7,7,None,None,East,West,9,1,5,3,5,5,18,6,1926,2025,West
6,7,North,South,East,West,9,1,6,3,4,5,18,6,2025,2124,West
6,6,North,South,None,None,9,1,6,3,3,5,18,5,2124,2223,South
6,5,North,South,None,West,8,1,6,2,3,6,18,6,2223,2322,South
5,5,None,None,East,West,7,1,6,2,3,6,18,7,2322,2421,West
4,5,None,None,East,West,7,1,6,3,3,6,18,8,2421,2520,West
3,5,North,South,East,West,8,1,6,2,3,6,18,8,2520,2819,West
3,6,North,South,None,None,9,1,6,2,4,1,18,7,2819,2918,North
3,7,None,South,East,None,10,1,6,1,3,1,18,7,2918,3017,North
4,7,North,None,East,West,10,1,6,2,4,1,18,8,3017,3116,East
5,7,None,None,East,West,11,1,6,3,4,1,18,9,3116,3115,East
6,7,North,South,East,West,12,1,7,3,4,1,18,9,3115,3114,East
6,6,North,South,None,None,13,1,6,3,4,1,17,9,3114,3113,South
6,5,North,South,None,West,12,1,6,2,4,2,17,9,3113,3112,South
5,5,None,None,East,West,13,1,6,2,4,2,16,9,3112,3111,West
4,5,None,None,East,West,13,2,6,2,4,3,15,9,3111,3110,West
3,5,North,South,East,West,13,2,6,1,5,3,16,9,3110,3209,West
3,4,North,South,None,None,13,3,6,2,6,3,16,9,3209,3208,South
3,3,North,None,East,None,14,3,6,3,6,2,16,9,3208,3307,South
4,3,None,South,East,West,13,3,6,2,6,1,16,9,3307,3406,East
4,2,North,South,None,None,13,3,6,2,6,1,15,9,3406,3505,South
4,1,North,None,None,West,13,4,6,2,6,2,15,9,3505,3604,South
3,1,None,None,East,West,13,3,6,1,6,3,16,9,3604,3703,West
2,1,None,None,East,West,13,2,6,1,7,3,16,9,3703,3802,West
1,1,North,None,East,None,13,3,6,2,6,3,17,9,3802,3901,West
1,2,North,South,None,None,13,4,6,3,5,3,17,9,3901,4000,North
1,3,North,South,None,None,13,3,6,2,6,3,16,9,4000,4099,North
1,4,North,South,None,None,12,3,6,1,7,3,16,9,4099,4198,North
1,5,North,South,East,None,11,3,6,2,6,3,17,9,4198,4297,North
2,5,None,None,East,West,11,3,6,3,6,3,17,9,4297,4296,East
3,5,North,South,East,West,12,3,6,4,6,3,18,9,4296,4295,East
3,4,North,South,None,None,13,3,6,4,6,2,18,8,4295,4294,South
3,3,North,None,East,None,13,2,6,5,6,3,18,7,4294,4293,South
4,3,None,South,East,West,13,2,6,6,6,4,18,6,4293,4392,East
5,3,None,None,East,West,13,1,6,7,6,3,18,7,4392,4691,East
6,3,North,South,East,West,13,1,6,8,4,1,18,8,4691,4790,East
6,4,North,South,None,None,13,1,6,9,3,1,18,8,4790,4789,North
6,5,North,South,None,West,13,2,6,9,3,1,18,8,4789,4788,North
6,6,North,South,None,None,13,2,7,9,2,1,18,9,4788,4787,North
6,7,North,South,East,West,13,1,7,9,1,1,17,9,4787,4886,North
6,8,North,South,None,None,12,1,7,9,1,1,18,9,4886,4985,North
6,9,None,South,East,None,13,1,8,9,1,2,18,9,4985,5084,North
7,9,None,None,East,West,13,2,9,9,1,1,18,9,5084,5183,East
8,9,None,None,East,West,13,2,9,9,2,1,18,8,5183,5482,East
9,9,None,None,East,West,13,3,2,1,3,1,18,8,5482,5581,East
10,9,None,None,East,West,14,3,1,1,3,1,18,9,5581,5680,East
11,9,None,None,East,West,14,3,1,2,4,1,17,9,5680,5779,East
12,9,None,None,East,West,14,3,1,2,3,1,18,9,5779,5878,East
13,9,None,South,None,West,15,3,1,1,2,1,18,8,5878,5977,East
13,8,North,South,None,None,15,2,2,1,3,1,18,9,5977,5976,South
13,7,North,South,East,West,15,2,1,1,4,1,18,8,5976,6075,South
14,7,None,None,East,West,15,3,2,1,4,2,18,8,6075,6174,East
15,7,North,None,East,West,15,2,2,1,4,2,18,7,6174,6273,East
16,7,None,South,None,West,15,1,2,1,4,1,18,7,6273,6372,East
16,6,North,South,None,None,15,2,2,1,4,1,18,8,6372,6471,South
16,5,North,South,East,West,15,2,3,1,3,1,18,9,6471,6570,South
16,4,North,South,None,None,15,1,3,1,3,1,18,8,6570,6669,South
16,3,North,None,None,West,16,1,4,1,2,1,18,7,6669,6768,South
15,3,None,South,East,West,15,1,3,1,2,1,18,7,6768,6867,West
14,3,None,None,East,West,15,1,3,1,2,1,18,6,6867,6866,West
13,3,North,South,East,West,15,1,3,1,3,1,18,7,6866,6865,West
13,4,North,South,None,None,15,1,4,1,2,1,18,6,6865,6864,North
13,5,North,South,East,None,16,1,4,1,3,1,18,7,6864,6963,North
14,5,None,None,East,West,15,1,3,1,2,1,18,6,6963,7062,East
15,5,None,None,East,West,16,1,4,1,1,1,18,7,7062,7061,East
16,5,North,South,East,West,17,1,3,1,1,1,18,7,7061,7060,East
16,6,North,South,None,None,18,1,2,1,2,1,18,7,7060,7059,North
16,7,None,South,None,West,18,1,1,1,3,1,18,8,7059,7058,North
15,7,North,None,East,West,18,2,1,1,3,1,18,7,7058,7057,West
14,7,None,None,East,West,18,1,1,1,4,1,18,8,7057,7056,West
13,7,North,South,East,West,18,2,1,2,4,1,18,7,7056,7055,West
13,7,North,South,East,West,18,3,1,2,4,2,18,8,7055,7054,West
13,8,North,South,None,None,18,4,1,2,4,1,18,9,7054,7053,North
13,9,None,South,None,West,18,3,1,1,4,2,18,8,7053,7052,North
12,9,None,None,East,West,18,2,2,1,4,3,18,7,7052,7051,West
11,9,None,None,East,West,18,2,1,1,3,3,18,7,7051,7050,West
10,9,None,None,East,West,18,3,1,1,4,3,18,6,7050,7049,West
9,9,None,None,East,West,18,3,1,2,5,3,18,5,7049,7048,West
8,9,None,None,East,West,18,3,1,1,4,3,18,5,7048,7047,West
7,9,None,None,East,West,18,4,1,2,4,3,17,5,7047,7046,West
6,9,None,South,East,None,18,5,1,3,3,3,16,5,7046,7045,West
6,8,North,South,None,None,18,5,1,2,3,4,16,4,7045,7044,South
6,7,North,South,East,West,18,6,1,3,3,5,16,5,7044,7043,South
6,6,North,South,None,None,18,6,1,4,3,5,16,5,7043,7042,South
6,5,North,South,None,West,18,5,1,4,3,4,16,5,7042,7041,South
5,5,None,None,East,West,18,4,1,3,3,4,17,5,7041,7040,West
4,5,None,None,East,West,18,4,1,2,3,4,18,5,7040,7039,West
3,5,North,South,East,West,18,4,1,2,3,4,18,6,7039,7238,West
3,4,North,South,None,None,18,4,1,1,6,1,18,6,7238,7237,South
9,1,None,None,East,West,3,3,8,5,11,5,18,9,0,99,Stop
10,1,None,None,East,West,3,3,8,5,11,5,18,9,99,198,East
11,1,None,None,East,West,3,4,8,5,11,5,18,8,198,297,East
12,1,None,None,East,West,3,4,9,5,10,5,18,7,297,396,East
13,1,North,None,None,West,3,4,9,6,10,6,18,7,396,495,East
13,2,North,South,None,None,3,5,10,6,10,7,18,8,495,594,North
13,3,North,South,East,West,3,5,9,6,10,6,18,8,594,693,North
13,4,North,South,None,None,3,6,9,7,10,7,18,9,693,792,North
13,5,North,South,East,None,3,7,9,6,9,7,18,8,792,891,North
13,6,North,South,None,None,4,7,9,6,9,7,18,8,891,990,North
13,7,North,South,East,West,5,7,9,6,9,7,18,9,990,1089,North
12,7,None,None,East,West,6,7,9,7,9,7,18,9,1089,1188,West
11,7,None,None,East,West,7,7,9,6,8,7,17,9,1188,1287,West
10,7,None,South,East,West,7,7,9,5,9,7,17,9,1287,1586,West
9,7,None,South,East,West,8,7,9,5,6,1,17,9,1586,1885,West
8,7,None,None,East,West,1,2,10,5,6,2,16,9,1885,1984,West
7,7,None,None,East,West,1,1,11,5,6,2,16,9,1984,2083,West
6,7,North,South,East,West,2,1,10,5,6,3,15,9,2083,2182,West
6,6,North,South,None,None,3,1,11,5,7,3,15,9,2182,2281,South
6,5,North,South,None,West,2,1,10,5,7,3,16,9,2281,2380,South
6,4,North,South,None,None,1,1,10,5,6,3,17,9,2380,2679,South
6,3,North,South,East,West,1,2,9,5,6,1,17,9,2679,2778,South
7,3,None,None,East,West,1,3,10,5,6,1,16,9,2778,2877,East
8,3,None,None,East,West,1,2,11,5,6,1,17,9,2877,2976,East
9,3,None,None,East,West,1,1,11,5,6,2,17,9,2976,3075,East
10,3,None,None,East,West,1,2,11,5,6,1,18,9,3075,3174,East
11,3,None,None,East,West,1,1,10,5,6,1,18,8,3174,3273,East
12,3,None,None,East,West,1,1,9,5,6,1,18,9,3273,3272,East
13,3,North,South,East,West,1,2,10,5,7,1,18,8,3272,3271,East
13,4,North,South,None,None,1,3,10,5,6,1,18,7,3271,3270,North
13,5,North,South,East,None,1,2,10,5,7,1,18,7,3270,3269,North
13,6,North,South,None,None,1,1,10,5,8,1,18,7,3269,3268,North
13,7,North,South,East,West,1,1,9,5,9,1,18,8,3268,3367,North
13,8,North,South,None,None,2,1,9,5,9,1,18,7,3367,3466,North
